2019-06-15 12:22:44,8.82 G,54.73 G,430.84 K,1.86 M
2019-06-15 12:35:54,9.16 G,56.27 G,400.91 K,1.81 M
2019-06-15 12:35:56,9.16 G,56.28 G,464.46 K,2.05 M
2019-06-15 12:36:01,9.16 G,56.28 G,474.58 K,2.15 M
2019-06-15 12:36:03,9.17 G,56.29 G,462.48 K,2.09 M
2019-06-15 12:36:06,9.17 G,56.29 G,255.28 K,1.11 M
2019-06-15 12:36:08,9.17 G,56.30 G,463.00 K,2.28 M
2019-06-15 12:36:10,9.17 G,56.30 G,451.02 K,2.25 M
2019-06-15 12:36:12,9.17 G,56.31 G,443.27 K,2.16 M
2019-06-15 12:36:14,9.17 G,56.31 G,436.61 K,2.25 M
2019-06-15 12:36:16,9.17 G,56.31 G,441.99 K,2.29 M
2019-06-15 12:36:18,9.17 G,56.32 G,416.71 K,2.22 M
2019-06-15 12:36:20,9.17 G,56.32 G,458.50 K,2.28 M
2019-06-15 12:36:22,9.17 G,56.33 G,356.54 K,1.79 M
2019-06-15 12:36:24,9.17 G,56.33 G,459.85 K,2.29 M
2019-06-15 12:36:26,9.18 G,56.34 G,390.53 K,2.12 M
2019-06-15 12:36:28,9.18 G,56.34 G,83.98 K,431.26 K
2019-06-15 12:36:32,9.18 G,56.34 G,504.11 K,2.29 M
2019-06-15 12:36:34,9.18 G,56.35 G,508.80 K,2.29 M
2019-06-15 12:36:36,9.18 G,56.35 G,515.24 K,2.30 M
2019-06-15 12:36:38,9.18 G,56.36 G,524.35 K,2.31 M
2019-06-15 12:36:40,9.18 G,56.36 G,53.29 K,239.21 K
2019-06-15 12:36:44,9.18 G,56.36 G,483.38 K,2.19 M
2019-06-15 12:36:46,9.18 G,56.37 G,483.88 K,2.20 M
2019-06-15 12:36:48,9.18 G,56.37 G,492.38 K,2.23 M
2019-06-15 12:36:50,9.18 G,56.38 G,494.70 K,2.24 M
2019-06-15 12:36:52,9.18 G,56.38 G,400.51 K,1.82 M
2019-06-15 12:36:54,9.19 G,56.38 G,483.36 K,2.19 M
2019-06-15 12:36:56,9.19 G,56.39 G,493.19 K,2.23 M
2019-06-15 12:36:58,9.19 G,56.39 G,491.14 K,2.23 M
2019-06-15 12:37:00,9.19 G,56.40 G,489.93 K,2.22 M
2019-06-15 12:37:02,9.19 G,56.40 G,483.93 K,2.21 M
2019-06-15 12:37:04,9.19 G,56.40 G,492.86 K,2.23 M
2019-06-15 12:37:06,9.19 G,56.41 G,482.71 K,2.18 M
2019-06-15 12:37:08,9.19 G,56.41 G,484.80 K,2.19 M
2019-06-15 12:37:10,9.19 G,56.42 G,484.33 K,2.19 M
2019-06-15 12:37:12,9.19 G,56.42 G,479.57 K,2.19 M
2019-06-15 12:37:14,9.19 G,56.43 G,492.85 K,2.23 M
2019-06-15 12:37:16,9.20 G,56.43 G,493.02 K,2.24 M
2019-06-15 12:37:18,9.20 G,56.44 G,485.95 K,2.22 M
2019-06-15 12:37:20,9.20 G,56.44 G,489.78 K,2.21 M
2019-06-15 12:37:22,9.20 G,56.44 G,490.27 K,2.22 M
2019-06-15 12:37:24,9.20 G,56.45 G,491.81 K,2.23 M
2019-06-15 12:37:26,9.20 G,56.45 G,496.81 K,2.25 M
2019-06-15 12:37:28,9.20 G,56.46 G,493.61 K,2.24 M
2019-06-15 12:37:30,9.20 G,56.46 G,285.85 K,1.29 M
2019-06-15 12:37:33,9.20 G,56.46 G,475.06 K,2.19 M
2019-06-15 12:37:35,9.20 G,56.47 G,472.71 K,2.18 M
2019-06-15 12:37:39,9.20 G,56.47 G,491.95 K,2.26 M
2019-06-15 12:37:41,9.21 G,56.48 G,484.89 K,2.24 M
2019-06-15 12:37:43,9.21 G,56.48 G,483.12 K,2.23 M
2019-06-15 12:37:45,9.21 G,56.49 G,485.47 K,2.24 M
2019-06-15 12:37:47,9.21 G,56.49 G,483.49 K,2.23 M
2019-06-15 12:37:49,9.21 G,56.50 G,486.54 K,2.23 M
2019-06-15 12:37:51,9.21 G,56.50 G,489.20 K,2.24 M
2019-06-15 12:37:53,9.21 G,56.50 G,486.78 K,2.23 M
2019-06-15 12:37:55,9.21 G,56.51 G,492.11 K,2.26 M
2019-06-15 12:37:57,9.21 G,56.51 G,496.30 K,2.27 M
2019-06-15 12:37:59,9.21 G,56.52 G,488.63 K,2.25 M
2019-06-15 12:38:01,9.22 G,56.52 G,485.85 K,2.23 M
2019-06-15 12:38:03,9.22 G,56.53 G,496.31 K,2.27 M
2019-06-15 12:38:05,9.22 G,56.53 G,487.52 K,2.24 M
2019-06-15 12:38:07,9.22 G,56.54 G,494.14 K,2.26 M
2019-06-15 12:38:09,9.22 G,56.54 G,494.71 K,2.27 M
2019-06-15 12:38:11,9.22 G,56.54 G,486.93 K,2.23 M
2019-06-15 12:38:13,9.22 G,56.55 G,495.22 K,2.27 M
2019-06-15 12:38:15,9.22 G,56.55 G,486.54 K,2.24 M
2019-06-15 12:38:17,9.22 G,56.56 G,484.93 K,2.24 M
2019-06-15 12:38:19,9.22 G,56.56 G,487.85 K,2.25 M
2019-06-15 12:38:21,9.22 G,56.57 G,485.86 K,2.24 M
2019-06-15 12:38:23,9.23 G,56.57 G,492.02 K,2.27 M
2019-06-15 12:38:25,9.23 G,56.57 G,482.08 K,2.23 M
2019-06-15 12:38:27,9.23 G,56.58 G,494.40 K,2.28 M
2019-06-15 12:38:29,9.23 G,56.58 G,492.81 K,2.27 M
2019-06-15 12:38:31,9.23 G,56.59 G,486.33 K,2.22 M
2019-06-15 12:38:33,9.23 G,56.59 G,490.77 K,2.25 M
2019-06-15 12:38:35,9.23 G,56.60 G,486.95 K,2.23 M
2019-06-15 12:38:37,9.23 G,56.60 G,490.20 K,2.24 M
2019-06-15 12:38:40,9.23 G,56.60 G,180.69 K,913.17 K
2019-06-15 12:38:42,9.23 G,56.61 G,200.53 K,1004.74 K
2019-06-15 12:38:44,9.23 G,56.61 G,192.32 K,972.61 K
2019-06-15 12:38:46,9.23 G,56.61 G,182.13 K,915.01 K
2019-06-15 12:38:48,9.23 G,56.61 G,195.50 K,990.46 K
2019-06-15 12:38:50,9.23 G,56.61 G,190.74 K,959.92 K
2019-06-15 12:38:52,9.23 G,56.62 G,192.24 K,971.62 K
2019-06-15 12:38:54,9.24 G,56.62 G,193.27 K,968.40 K
2019-06-15 12:38:56,9.24 G,56.62 G,185.67 K,939.20 K
2019-06-15 12:38:58,9.24 G,56.62 G,186.49 K,943.93 K
2019-06-15 12:39:00,9.24 G,56.62 G,166.69 K,856.42 K
2019-06-15 12:39:02,9.24 G,56.62 G,186.46 K,940.87 K
2019-06-15 12:39:04,9.24 G,56.63 G,176.88 K,893.25 K
2019-06-15 12:39:06,9.24 G,56.63 G,173.27 K,880.10 K
2019-06-15 12:39:08,9.24 G,56.63 G,184.67 K,929.05 K
2019-06-15 12:39:10,9.24 G,56.63 G,155.09 K,772.72 K
2019-06-15 12:39:12,9.24 G,56.63 G,151.66 K,767.83 K
2019-06-15 12:39:14,9.24 G,56.63 G,168.30 K,863.95 K
2019-06-15 12:39:16,9.24 G,56.64 G,153.32 K,773.31 K
2019-06-15 12:39:18,9.24 G,56.64 G,173.78 K,877.14 K
2019-06-15 12:39:20,9.24 G,56.64 G,179.01 K,896.51 K
2019-06-15 12:39:22,9.24 G,56.64 G,176.53 K,888.00 K
2019-06-15 12:39:24,9.24 G,56.64 G,172.48 K,871.01 K
2019-06-15 12:39:26,9.24 G,56.64 G,166.14 K,835.13 K
2019-06-15 12:39:28,9.24 G,56.65 G,136.68 K,686.51 K
2019-06-15 12:39:30,9.24 G,56.65 G,158.04 K,792.99 K
2019-06-15 12:39:32,9.24 G,56.65 G,156.06 K,796.39 K
2019-06-15 12:39:34,9.24 G,56.65 G,181.09 K,913.45 K
2019-06-15 12:39:36,9.24 G,56.65 G,143.82 K,732.30 K
2019-06-15 12:39:38,9.24 G,56.65 G,151.17 K,766.19 K
2019-06-15 12:39:41,9.24 G,56.65 G,159.38 K,809.17 K
2019-06-15 12:39:43,9.24 G,56.66 G,149.95 K,750.14 K
2019-06-15 12:39:45,9.24 G,56.66 G,138.79 K,697.84 K
2019-06-15 12:39:47,9.24 G,56.66 G,147.46 K,752.06 K
2019-06-15 12:39:49,9.24 G,56.66 G,142.13 K,718.04 K
2019-06-15 12:39:51,9.24 G,56.66 G,133.41 K,676.97 K
2019-06-15 12:39:53,9.24 G,56.66 G,138.80 K,704.69 K
2019-06-15 12:39:55,9.24 G,56.66 G,140.52 K,715.36 K
2019-06-15 12:39:57,9.24 G,56.67 G,142.22 K,714.89 K
2019-06-15 12:39:59,9.24 G,56.67 G,144.92 K,732.18 K
2019-06-15 12:40:01,9.25 G,56.67 G,156.24 K,795.75 K
2019-06-15 12:40:03,9.25 G,56.67 G,15.17 K,68.24 K
2019-06-15 12:40:06,9.25 G,56.67 G,485.02 K,2.29 M
2019-06-15 12:40:08,9.25 G,56.68 G,427.27 K,2.03 M
2019-06-15 12:40:11,9.25 G,56.68 G,434.51 K,1.89 M
2019-06-15 12:40:13,9.25 G,56.68 G,70.04 K,303.59 K
2019-06-15 12:40:15,9.25 G,56.69 G,302.54 K,1.36 M
2019-06-15 12:40:17,9.25 G,56.69 G,36.70 K,170.64 K
2019-06-15 12:40:19,9.25 G,56.69 G,495.49 K,2.25 M
2019-06-15 12:40:21,9.25 G,56.70 G,495.29 K,2.25 M
2019-06-15 12:40:23,9.25 G,56.70 G,464.20 K,2.11 M
2019-06-15 12:40:27,9.25 G,56.71 G,423.05 K,1.98 M
2019-06-15 12:40:29,9.25 G,56.71 G,47.76 K,224.41 K
2019-06-15 12:40:31,9.25 G,56.71 G,444.81 K,2.06 M
2019-06-15 12:40:33,9.26 G,56.72 G,444.57 K,2.06 M
2019-06-15 12:40:35,9.26 G,56.72 G,437.21 K,2.02 M
2019-06-15 12:40:37,9.26 G,56.72 G,454.42 K,2.12 M
2019-06-15 12:40:43,9.26 G,56.73 G,440.24 K,1.97 M
2019-06-15 12:40:45,9.26 G,56.73 G,457.52 K,2.07 M
2019-06-15 12:40:47,9.26 G,56.74 G,457.35 K,2.04 M
2019-06-15 12:40:50,9.26 G,56.74 G,468.90 K,2.10 M
2019-06-15 12:40:52,9.26 G,56.75 G,466.76 K,2.08 M
2019-06-15 12:40:54,9.26 G,56.75 G,350.83 K,1.58 M
2019-06-15 12:40:57,9.26 G,56.75 G,486.86 K,2.23 M
2019-06-15 12:40:59,9.26 G,56.76 G,488.16 K,2.25 M
2019-06-15 12:41:01,9.27 G,56.76 G,487.62 K,2.26 M
2019-06-15 12:41:03,9.27 G,56.77 G,491.11 K,2.27 M
2019-06-15 12:41:05,9.27 G,56.77 G,491.61 K,2.27 M
2019-06-15 12:41:07,9.27 G,56.78 G,492.19 K,2.27 M
2019-06-15 12:41:09,9.27 G,56.78 G,488.96 K,2.26 M
2019-06-15 12:41:11,9.27 G,56.79 G,492.52 K,2.26 M
2019-06-15 12:41:13,9.27 G,56.79 G,492.38 K,2.26 M
2019-06-15 12:41:15,9.27 G,56.79 G,486.85 K,2.23 M
2019-06-15 12:41:17,9.27 G,56.80 G,490.94 K,2.25 M
2019-06-15 12:41:19,9.27 G,56.80 G,483.53 K,2.21 M
2019-06-15 12:41:21,9.27 G,56.81 G,489.07 K,2.24 M
2019-06-15 12:41:23,9.28 G,56.81 G,488.71 K,2.25 M
2019-06-15 12:41:25,9.28 G,56.82 G,488.12 K,2.25 M
2019-06-15 12:41:27,9.28 G,56.82 G,480.07 K,2.21 M
2019-06-15 12:41:29,9.28 G,56.82 G,482.67 K,2.22 M
2019-06-15 12:41:31,9.28 G,56.83 G,479.27 K,2.21 M
2019-06-15 12:41:33,9.28 G,56.83 G,489.77 K,2.26 M
2019-06-15 12:41:35,9.28 G,56.84 G,486.52 K,2.24 M
2019-06-15 12:41:37,9.28 G,56.84 G,489.63 K,2.24 M
2019-06-15 12:41:39,9.28 G,56.85 G,489.12 K,2.24 M
2019-06-15 12:41:41,9.28 G,56.85 G,489.78 K,2.24 M
2019-06-15 12:41:43,9.28 G,56.86 G,487.84 K,2.22 M
2019-06-15 12:41:45,9.29 G,56.86 G,487.48 K,2.23 M
2019-06-15 12:41:47,9.29 G,56.86 G,494.02 K,2.26 M
2019-06-15 12:41:49,9.29 G,56.87 G,488.04 K,2.24 M
2019-06-15 12:41:51,9.29 G,56.87 G,487.52 K,2.23 M
2019-06-15 12:41:53,9.29 G,56.88 G,487.67 K,2.25 M
2019-06-15 12:41:55,9.29 G,56.88 G,492.09 K,2.27 M
2019-06-15 12:41:57,9.29 G,56.89 G,488.74 K,2.25 M
2019-06-15 12:41:59,9.29 G,56.89 G,484.21 K,2.23 M
2019-06-15 12:42:01,9.29 G,56.90 G,482.57 K,2.24 M
2019-06-15 12:42:03,9.29 G,56.90 G,493.60 K,2.26 M
2019-06-15 12:42:05,9.30 G,56.90 G,490.15 K,2.24 M
2019-06-15 12:42:07,9.30 G,56.91 G,399.48 K,1.83 M
2019-06-15 12:42:09,9.30 G,56.91 G,494.77 K,2.26 M
2019-06-15 12:42:11,9.30 G,56.92 G,496.28 K,2.28 M
2019-06-15 12:42:13,9.30 G,56.92 G,499.09 K,2.28 M
2019-06-15 12:42:15,9.30 G,56.93 G,481.42 K,2.20 M
2019-06-15 12:42:17,9.30 G,56.93 G,492.32 K,2.25 M
2019-06-15 12:42:19,9.30 G,56.93 G,492.16 K,2.25 M
2019-06-15 12:42:21,9.30 G,56.94 G,493.71 K,2.26 M
2019-06-15 12:42:23,9.30 G,56.94 G,489.29 K,2.23 M
2019-06-15 12:42:25,9.30 G,56.95 G,490.75 K,2.24 M
2019-06-15 12:42:27,9.31 G,56.95 G,496.25 K,2.27 M
2019-06-15 12:42:29,9.31 G,56.96 G,490.35 K,2.25 M
2019-06-15 12:42:31,9.31 G,56.96 G,492.52 K,2.25 M
2019-06-15 12:42:33,9.31 G,56.96 G,483.56 K,2.21 M
2019-06-15 12:42:35,9.31 G,56.97 G,488.17 K,2.25 M
2019-06-15 12:42:37,9.31 G,56.97 G,484.81 K,2.23 M
2019-06-15 12:42:39,9.31 G,56.98 G,487.08 K,2.25 M
2019-06-15 12:42:41,9.31 G,56.98 G,481.22 K,2.21 M
2019-06-15 12:42:43,9.31 G,56.99 G,489.34 K,2.26 M
2019-06-15 12:42:45,9.31 G,56.99 G,486.57 K,2.24 M
2019-06-15 12:42:47,9.31 G,57.00 G,492.37 K,2.27 M
2019-06-15 12:42:49,9.32 G,57.00 G,491.52 K,2.25 M
2019-06-15 12:42:51,9.32 G,57.00 G,490.25 K,2.24 M
2019-06-15 12:42:53,9.32 G,57.01 G,493.16 K,2.26 M
2019-06-15 12:42:55,9.32 G,57.01 G,495.24 K,2.27 M
2019-06-15 12:42:57,9.32 G,57.02 G,492.89 K,2.25 M
2019-06-15 12:42:59,9.32 G,57.02 G,494.63 K,2.27 M
2019-06-15 12:43:01,9.32 G,57.03 G,490.71 K,2.24 M
2019-06-15 12:43:03,9.32 G,57.03 G,491.90 K,2.25 M
2019-06-15 12:43:05,9.32 G,57.04 G,480.74 K,2.22 M
2019-06-15 12:43:07,9.32 G,57.04 G,494.30 K,2.28 M
2019-06-15 12:43:09,9.33 G,57.04 G,485.82 K,2.24 M
2019-06-15 12:43:11,9.33 G,57.05 G,483.25 K,2.23 M
2019-06-15 12:43:13,9.33 G,57.05 G,489.84 K,2.25 M
2019-06-15 12:43:15,9.33 G,57.06 G,488.66 K,2.24 M
2019-06-15 12:43:17,9.33 G,57.06 G,489.51 K,2.24 M
2019-06-15 12:43:19,9.33 G,57.07 G,483.08 K,2.22 M
2019-06-15 12:43:21,9.33 G,57.07 G,496.41 K,2.27 M
2019-06-15 12:43:23,9.33 G,57.07 G,493.46 K,2.26 M
2019-06-15 12:43:25,9.33 G,57.08 G,488.71 K,2.25 M
2019-06-15 12:43:27,9.33 G,57.08 G,485.53 K,2.24 M
2019-06-15 12:43:29,9.33 G,57.09 G,491.55 K,2.27 M
2019-06-15 12:43:31,9.34 G,57.09 G,489.90 K,2.25 M
2019-06-15 12:43:33,9.34 G,57.10 G,492.62 K,2.28 M
2019-06-15 12:43:35,9.34 G,57.10 G,490.77 K,2.26 M
2019-06-15 12:43:37,9.34 G,57.11 G,481.40 K,2.22 M
2019-06-15 12:43:39,9.34 G,57.11 G,493.11 K,2.26 M
2019-06-15 12:43:41,9.34 G,57.11 G,496.83 K,2.27 M
2019-06-15 12:43:43,9.34 G,57.12 G,491.27 K,2.25 M
2019-06-15 12:43:45,9.34 G,57.12 G,486.97 K,2.23 M
2019-06-15 12:43:47,9.34 G,57.13 G,489.02 K,2.24 M
2019-06-15 12:43:49,9.34 G,57.13 G,486.29 K,2.23 M
2019-06-15 12:43:51,9.34 G,57.14 G,483.82 K,2.23 M
2019-06-15 12:43:53,9.35 G,57.14 G,483.98 K,2.23 M
2019-06-15 12:43:55,9.35 G,57.15 G,486.07 K,2.24 M
2019-06-15 12:43:57,9.35 G,57.15 G,487.93 K,2.25 M
2019-06-15 12:44:02,9.35 G,57.15 G,468.12 K,2.16 M
2019-06-15 12:44:04,9.35 G,57.16 G,470.89 K,2.18 M
2019-06-15 12:44:06,9.35 G,57.16 G,472.95 K,2.19 M
2019-06-15 12:44:08,9.35 G,57.17 G,469.79 K,2.18 M
2019-06-15 12:44:10,9.35 G,57.17 G,467.96 K,2.16 M
2019-06-15 12:44:12,9.35 G,57.18 G,469.10 K,2.17 M
2019-06-15 12:44:14,9.35 G,57.18 G,465.02 K,2.17 M
2019-06-15 12:44:16,9.35 G,57.18 G,476.86 K,2.20 M
2019-06-15 12:44:18,9.36 G,57.19 G,470.94 K,2.18 M
2019-06-15 12:44:20,9.36 G,57.19 G,474.97 K,2.20 M
2019-06-15 12:44:22,9.36 G,57.20 G,478.21 K,2.22 M
2019-06-15 12:44:24,9.36 G,57.20 G,476.80 K,2.20 M
2019-06-15 12:44:26,9.36 G,57.21 G,469.38 K,2.18 M
2019-06-15 12:44:28,9.36 G,57.21 G,482.86 K,2.22 M
2019-06-15 12:44:30,9.36 G,57.21 G,474.82 K,2.19 M
2019-06-15 12:44:32,9.36 G,57.22 G,468.82 K,2.16 M
2019-06-15 12:44:34,9.36 G,57.22 G,469.15 K,2.17 M
2019-06-15 12:44:36,9.36 G,57.23 G,472.23 K,2.20 M
2019-06-15 12:44:38,9.36 G,57.23 G,473.11 K,2.18 M
2019-06-15 12:44:40,9.37 G,57.24 G,477.79 K,2.22 M
2019-06-15 12:44:42,9.37 G,57.24 G,475.77 K,2.19 M
2019-06-15 12:44:44,9.37 G,57.24 G,42.76 K,199.86 K
2019-06-15 12:44:46,9.37 G,57.25 G,467.16 K,2.08 M
2019-06-15 12:44:48,9.37 G,57.25 G,455.17 K,2.01 M
2019-06-15 12:44:50,9.37 G,57.25 G,467.80 K,2.07 M
2019-06-15 12:44:52,9.37 G,57.26 G,473.31 K,2.11 M
2019-06-15 12:44:54,9.37 G,57.26 G,468.67 K,2.08 M
2019-06-15 12:44:56,9.37 G,57.27 G,471.24 K,2.08 M
2019-06-15 12:44:58,9.37 G,57.27 G,462.47 K,2.05 M
2019-06-15 12:45:00,9.37 G,57.27 G,460.27 K,2.38 M
2019-06-15 12:45:02,9.37 G,57.28 G,465.27 K,2.07 M
2019-06-15 12:45:04,9.38 G,57.28 G,469.24 K,2.08 M
2019-06-15 12:45:06,9.38 G,57.29 G,474.93 K,2.12 M
2019-06-15 12:45:08,9.38 G,57.29 G,463.55 K,2.06 M
2019-06-15 12:45:10,9.38 G,57.29 G,463.47 K,2.05 M
2019-06-15 12:45:12,9.38 G,57.30 G,470.11 K,2.09 M
2019-06-15 12:45:14,9.38 G,57.30 G,458.68 K,2.04 M
2019-06-15 12:45:16,9.38 G,57.31 G,464.16 K,2.05 M
2019-06-15 12:45:18,9.38 G,57.31 G,461.82 K,2.04 M
2019-06-15 12:45:20,9.38 G,57.31 G,464.28 K,2.07 M
2019-06-15 12:45:22,9.38 G,57.32 G,466.46 K,2.08 M
2019-06-15 12:45:24,9.38 G,57.32 G,466.80 K,2.08 M
2019-06-15 12:45:26,9.39 G,57.33 G,468.10 K,2.08 M
2019-06-15 12:45:29,9.39 G,57.33 G,459.75 K,2.05 M
2019-06-15 12:45:31,9.39 G,57.33 G,468.84 K,2.07 M
2019-06-15 12:45:33,9.39 G,57.34 G,473.51 K,2.11 M
2019-06-15 12:45:35,9.39 G,57.34 G,462.15 K,2.05 M
2019-06-15 12:45:37,9.39 G,57.35 G,460.71 K,2.04 M
2019-06-15 12:45:39,9.39 G,57.35 G,462.65 K,2.06 M
2019-06-15 12:45:41,9.39 G,57.35 G,461.43 K,2.06 M
2019-06-15 12:45:43,9.39 G,57.36 G,472.44 K,2.10 M
2019-06-15 12:45:45,9.39 G,57.36 G,460.99 K,2.05 M
2019-06-15 12:45:47,9.39 G,57.37 G,459.02 K,2.04 M
2019-06-15 12:45:49,9.40 G,57.37 G,468.18 K,2.08 M
2019-06-15 12:45:51,9.40 G,57.37 G,458.83 K,2.05 M
2019-06-15 12:45:53,9.40 G,57.38 G,461.02 K,2.05 M
2019-06-15 12:45:55,9.40 G,57.38 G,468.56 K,2.07 M
2019-06-15 12:45:57,9.40 G,57.39 G,467.29 K,2.08 M
2019-06-15 12:45:59,9.40 G,57.39 G,462.85 K,2.05 M
2019-06-15 12:46:01,9.40 G,57.40 G,465.62 K,2.07 M
2019-06-15 12:46:03,9.40 G,57.40 G,472.23 K,2.10 M
2019-06-15 12:46:05,9.40 G,57.40 G,473.04 K,2.10 M
2019-06-15 12:46:07,9.40 G,57.41 G,468.84 K,2.08 M
2019-06-15 12:46:09,9.40 G,57.41 G,473.43 K,2.10 M
2019-06-15 12:46:11,9.41 G,57.42 G,475.53 K,2.10 M
2019-06-15 12:46:13,9.41 G,57.42 G,460.25 K,2.05 M
2019-06-15 12:46:15,9.41 G,57.42 G,457.52 K,2.03 M
2019-06-15 12:46:17,9.41 G,57.43 G,476.12 K,2.11 M
2019-06-15 12:46:19,9.41 G,57.43 G,461.36 K,2.05 M
2019-06-15 12:46:21,9.41 G,57.44 G,462.96 K,2.06 M
2019-06-15 12:46:23,9.41 G,57.44 G,463.92 K,2.06 M
2019-06-15 12:46:25,9.41 G,57.44 G,222.36 K,1001.41 K
2019-06-15 12:46:27,9.41 G,57.45 G,470.61 K,2.17 M
2019-06-15 12:46:29,9.41 G,57.45 G,476.32 K,2.19 M
2019-06-15 12:46:31,9.41 G,57.45 G,116.37 K,548.58 K
2019-06-15 12:46:34,9.41 G,57.46 G,442.34 K,2.05 M
2019-06-15 12:46:36,9.41 G,57.46 G,450.23 K,2.08 M
2019-06-15 12:46:38,9.42 G,57.47 G,447.12 K,2.08 M
2019-06-15 12:46:40,9.42 G,57.47 G,459.53 K,2.13 M
2019-06-15 12:46:42,9.42 G,57.47 G,457.81 K,2.15 M
2019-06-15 12:46:44,9.42 G,57.48 G,390.51 K,1.81 M
2019-06-15 12:46:46,9.42 G,57.48 G,474.65 K,2.09 M
2019-06-15 12:46:48,9.42 G,57.49 G,484.71 K,2.13 M
2019-06-15 12:46:50,9.42 G,57.49 G,490.16 K,2.14 M
2019-06-15 12:46:52,9.42 G,57.49 G,494.47 K,2.15 M
2019-06-15 12:46:54,9.42 G,57.50 G,492.29 K,2.16 M
2019-06-15 12:46:56,9.42 G,57.50 G,489.45 K,2.15 M
2019-06-15 12:46:58,9.42 G,57.51 G,495.39 K,2.18 M
2019-06-15 12:47:00,9.43 G,57.51 G,491.10 K,2.17 M
2019-06-15 12:47:02,9.43 G,57.52 G,489.62 K,2.14 M
2019-06-15 12:47:04,9.43 G,57.52 G,442.52 K,1.93 M
2019-06-15 12:47:06,9.43 G,57.52 G,311.63 K,1.45 M
2019-06-15 12:47:08,9.43 G,57.53 G,466.07 K,2.17 M
2019-06-15 12:47:10,9.43 G,57.53 G,473.89 K,2.19 M
2019-06-15 12:47:12,9.43 G,57.53 G,363.92 K,1.68 M
2019-06-15 12:47:15,9.43 G,57.54 G,27.41 K,126.08 K
2019-06-15 12:47:17,9.43 G,57.54 G,455.23 K,1.95 M
2019-06-15 12:47:19,9.43 G,57.54 G,458.15 K,1.95 M
2019-06-15 12:47:21,9.43 G,57.55 G,441.97 K,1.89 M
2019-06-15 12:47:23,9.43 G,57.55 G,454.63 K,1.94 M
2019-06-15 12:47:25,9.44 G,57.55 G,446.90 K,1.91 M
2019-06-15 12:47:27,9.44 G,57.56 G,466.98 K,1.99 M
2019-06-15 12:47:29,9.44 G,57.56 G,449.93 K,1.93 M
2019-06-15 12:47:31,9.44 G,57.57 G,471.78 K,2.01 M
2019-06-15 12:47:33,9.44 G,57.57 G,455.56 K,1.96 M
2019-06-15 12:47:35,9.44 G,57.57 G,441.89 K,1.89 M
2019-06-15 12:47:37,9.44 G,57.58 G,465.43 K,1.99 M
2019-06-15 12:47:39,9.44 G,57.58 G,441.70 K,1.88 M
2019-06-15 12:47:41,9.44 G,57.58 G,457.37 K,1.96 M
2019-06-15 12:47:43,9.44 G,57.59 G,459.06 K,1.96 M
2019-06-15 12:47:45,9.44 G,57.59 G,466.27 K,1.99 M
2019-06-15 12:47:47,9.44 G,57.60 G,446.99 K,1.91 M
2019-06-15 12:47:49,9.45 G,57.60 G,451.63 K,1.93 M
2019-06-15 12:47:51,9.45 G,57.60 G,468.12 K,2.00 M
2019-06-15 12:47:53,9.45 G,57.61 G,464.96 K,1.98 M
2019-06-15 12:47:55,9.45 G,57.61 G,466.06 K,2.00 M
2019-06-15 12:47:57,9.45 G,57.62 G,465.31 K,1.99 M
2019-06-15 12:47:59,9.45 G,57.62 G,455.48 K,1.95 M
2019-06-15 12:48:01,9.45 G,57.62 G,464.55 K,1.98 M
2019-06-15 12:48:03,9.45 G,57.63 G,467.44 K,2.00 M
2019-06-15 12:48:05,9.45 G,57.63 G,457.58 K,1.95 M
2019-06-15 12:48:07,9.45 G,57.63 G,459.58 K,1.97 M
2019-06-15 12:48:09,9.45 G,57.64 G,448.25 K,1.93 M
2019-06-15 12:48:11,9.46 G,57.64 G,470.99 K,2.00 M
2019-06-15 12:48:13,9.46 G,57.65 G,441.47 K,1.89 M
2019-06-15 12:48:15,9.46 G,57.65 G,452.93 K,1.94 M
2019-06-15 12:48:17,9.46 G,57.65 G,449.43 K,1.91 M
2019-06-15 12:48:19,9.46 G,57.66 G,450.26 K,1.93 M
2019-06-15 12:48:21,9.46 G,57.66 G,456.02 K,1.94 M
2019-06-15 12:48:23,9.46 G,57.66 G,463.29 K,1.98 M
2019-06-15 12:48:25,9.46 G,57.67 G,458.62 K,1.95 M
2019-06-15 12:48:27,9.46 G,57.67 G,462.67 K,1.99 M
2019-06-15 12:48:29,9.46 G,57.68 G,453.60 K,1.94 M
2019-06-15 12:48:31,9.46 G,57.68 G,443.68 K,1.89 M
2019-06-15 12:48:33,9.46 G,57.68 G,454.75 K,1.94 M
2019-06-15 12:48:35,9.47 G,57.69 G,450.80 K,1.94 M
2019-06-15 12:48:37,9.47 G,57.69 G,464.31 K,1.98 M
2019-06-15 12:48:39,9.47 G,57.70 G,455.94 K,1.94 M
2019-06-15 12:48:42,9.47 G,57.70 G,453.08 K,1.93 M
2019-06-15 12:48:44,9.47 G,57.70 G,458.79 K,1.96 M
2019-06-15 12:48:46,9.47 G,57.71 G,453.59 K,1.94 M
2019-06-15 12:48:48,9.47 G,57.71 G,461.93 K,1.97 M
2019-06-15 12:48:50,9.47 G,57.71 G,465.11 K,1.98 M
2019-06-15 12:48:52,9.47 G,57.72 G,463.85 K,1.97 M
2019-06-15 12:48:54,9.47 G,57.72 G,465.55 K,1.98 M
2019-06-15 12:48:56,9.47 G,57.73 G,458.21 K,1.95 M
