2019-06-15 16:05:34,10.72 G,63.45 G,412.28 K,1.79 M
2019-06-15 16:18:52,11.06 G,65.03 G,476.80 K,2.34 M
2019-06-15 16:18:54,11.06 G,65.03 G,457.93 K,2.35 M
2019-06-15 16:18:56,11.06 G,65.04 G,431.21 K,2.33 M
2019-06-15 16:18:58,11.06 G,65.04 G,472.70 K,2.29 M
2019-06-15 16:19:00,11.07 G,65.04 G,174.18 K,926.73 K
2019-06-15 16:19:02,11.07 G,65.05 G,472.75 K,2.35 M
2019-06-15 16:19:04,11.07 G,65.05 G,409.91 K,2.21 M
2019-06-15 16:19:06,11.07 G,65.05 G,9.20 K,49.54 K
2019-06-15 16:19:09,11.07 G,65.06 G,515.02 K,2.34 M
2019-06-15 16:19:11,11.07 G,65.06 G,538.23 K,2.36 M
2019-06-15 16:19:13,11.07 G,65.07 G,521.32 K,2.35 M
2019-06-15 16:19:15,11.07 G,65.07 G,543.07 K,2.35 M
2019-06-15 16:19:20,11.07 G,65.08 G,501.15 K,2.28 M
2019-06-15 16:19:22,11.07 G,65.08 G,504.12 K,2.28 M
2019-06-15 16:19:24,11.07 G,65.09 G,503.45 K,2.30 M
2019-06-15 16:19:26,11.08 G,65.09 G,504.25 K,2.29 M
2019-06-15 16:19:28,11.08 G,65.10 G,499.02 K,2.26 M
2019-06-15 16:19:30,11.08 G,65.10 G,505.49 K,2.29 M
2019-06-15 16:19:32,11.08 G,65.11 G,512.69 K,2.32 M
2019-06-15 16:19:34,11.08 G,65.11 G,504.85 K,2.30 M
2019-06-15 16:19:36,11.08 G,65.12 G,502.41 K,2.27 M
2019-06-15 16:19:39,11.08 G,65.12 G,506.64 K,2.29 M
2019-06-15 16:19:41,11.08 G,65.12 G,506.46 K,2.29 M
2019-06-15 16:19:43,11.08 G,65.13 G,508.13 K,2.30 M
2019-06-15 16:19:45,11.08 G,65.13 G,502.15 K,2.29 M
2019-06-15 16:19:47,11.09 G,65.14 G,511.58 K,2.31 M
2019-06-15 16:19:49,11.09 G,65.14 G,508.20 K,2.30 M
2019-06-15 16:19:51,11.09 G,65.15 G,501.60 K,2.27 M
2019-06-15 16:19:53,11.09 G,65.15 G,503.08 K,2.28 M
2019-06-15 16:19:55,11.09 G,65.16 G,497.71 K,2.27 M
2019-06-15 16:19:57,11.09 G,65.16 G,504.26 K,2.28 M
2019-06-15 16:19:59,11.09 G,65.16 G,497.60 K,2.27 M
2019-06-15 16:20:01,11.09 G,65.17 G,512.09 K,2.32 M
2019-06-15 16:20:03,11.09 G,65.17 G,506.83 K,2.29 M
2019-06-15 16:20:05,11.09 G,65.18 G,357.78 K,1.62 M
2019-06-15 16:20:08,11.09 G,65.18 G,486.43 K,2.24 M
2019-06-15 16:20:10,11.10 G,65.19 G,495.61 K,2.28 M
2019-06-15 16:20:14,11.10 G,65.19 G,500.76 K,2.29 M
2019-06-15 16:20:16,11.10 G,65.20 G,497.67 K,2.28 M
2019-06-15 16:20:18,11.10 G,65.20 G,504.96 K,2.31 M
2019-06-15 16:20:20,11.10 G,65.20 G,503.38 K,2.31 M
2019-06-15 16:20:22,11.10 G,65.21 G,506.50 K,2.31 M
2019-06-15 16:20:24,11.10 G,65.21 G,503.47 K,2.32 M
2019-06-15 16:20:26,11.10 G,65.22 G,503.92 K,2.32 M
2019-06-15 16:20:28,11.10 G,65.22 G,497.73 K,2.29 M
2019-06-15 16:20:30,11.10 G,65.23 G,502.86 K,2.31 M
2019-06-15 16:20:32,11.11 G,65.23 G,503.91 K,2.32 M
2019-06-15 16:20:34,11.11 G,65.24 G,502.07 K,2.31 M
2019-06-15 16:20:36,11.11 G,65.24 G,503.72 K,2.31 M
2019-06-15 16:20:38,11.11 G,65.25 G,504.97 K,2.31 M
2019-06-15 16:20:40,11.11 G,65.25 G,506.48 K,2.32 M
2019-06-15 16:20:42,11.11 G,65.25 G,501.51 K,2.29 M
2019-06-15 16:20:44,11.11 G,65.26 G,503.18 K,2.30 M
2019-06-15 16:20:46,11.11 G,65.26 G,498.78 K,2.30 M
2019-06-15 16:20:48,11.11 G,65.27 G,501.18 K,2.31 M
2019-06-15 16:20:50,11.11 G,65.27 G,498.73 K,2.30 M
2019-06-15 16:20:52,11.11 G,65.28 G,492.81 K,2.27 M
2019-06-15 16:20:54,11.12 G,65.28 G,502.72 K,2.31 M
2019-06-15 16:20:56,11.12 G,65.29 G,504.27 K,2.33 M
2019-06-15 16:20:58,11.12 G,65.29 G,501.64 K,2.31 M
2019-06-15 16:21:00,11.12 G,65.30 G,501.63 K,2.32 M
2019-06-15 16:21:02,11.12 G,65.30 G,505.40 K,2.31 M
2019-06-15 16:21:04,11.12 G,65.30 G,501.98 K,2.30 M
2019-06-15 16:21:06,11.12 G,65.31 G,502.50 K,2.30 M
2019-06-15 16:21:08,11.12 G,65.31 G,498.06 K,2.28 M
2019-06-15 16:21:10,11.12 G,65.32 G,507.12 K,2.32 M
2019-06-15 16:21:12,11.12 G,65.32 G,153.87 K,714.97 K
2019-06-15 16:21:14,11.12 G,65.32 G,220.08 K,1.08 M
2019-06-15 16:21:16,11.12 G,65.32 G,234.49 K,1.15 M
2019-06-15 16:21:18,11.13 G,65.33 G,232.96 K,1.15 M
2019-06-15 16:21:20,11.13 G,65.33 G,238.05 K,1.17 M
2019-06-15 16:21:22,11.13 G,65.33 G,202.71 K,1015.23 K
2019-06-15 16:21:24,11.13 G,65.33 G,226.76 K,1.12 M
2019-06-15 16:21:26,11.13 G,65.34 G,235.48 K,1.16 M
2019-06-15 16:21:28,11.13 G,65.34 G,235.19 K,1.16 M
2019-06-15 16:21:30,11.13 G,65.34 G,238.60 K,1.17 M
2019-06-15 16:21:32,11.13 G,65.34 G,233.78 K,1.15 M
2019-06-15 16:21:34,11.13 G,65.34 G,222.30 K,1.10 M
2019-06-15 16:21:36,11.13 G,65.35 G,229.17 K,1.13 M
2019-06-15 16:21:38,11.13 G,65.35 G,223.80 K,1.10 M
2019-06-15 16:21:40,11.13 G,65.35 G,231.71 K,1.14 M
2019-06-15 16:21:42,11.13 G,65.35 G,223.00 K,1.10 M
2019-06-15 16:21:44,11.13 G,65.36 G,211.20 K,1.04 M
2019-06-15 16:21:46,11.13 G,65.36 G,194.88 K,985.95 K
2019-06-15 16:21:48,11.13 G,65.36 G,221.26 K,1.09 M
2019-06-15 16:21:50,11.13 G,65.36 G,195.08 K,992.31 K
2019-06-15 16:21:52,11.13 G,65.36 G,218.65 K,1.08 M
2019-06-15 16:21:54,11.13 G,65.37 G,207.39 K,1.03 M
2019-06-15 16:21:56,11.13 G,65.37 G,224.76 K,1.11 M
2019-06-15 16:21:58,11.13 G,65.37 G,202.36 K,1.00 M
2019-06-15 16:22:00,11.13 G,65.37 G,209.34 K,1.05 M
2019-06-15 16:22:02,11.13 G,65.37 G,210.03 K,1.04 M
2019-06-15 16:22:04,11.14 G,65.38 G,215.69 K,1.07 M
2019-06-15 16:22:06,11.14 G,65.38 G,204.80 K,1.01 M
2019-06-15 16:22:08,11.14 G,65.38 G,211.08 K,1.04 M
2019-06-15 16:22:10,11.14 G,65.38 G,204.29 K,1.00 M
2019-06-15 16:22:12,11.14 G,65.38 G,191.96 K,969.11 K
2019-06-15 16:22:14,11.14 G,65.39 G,199.34 K,1006.17 K
2019-06-15 16:22:18,11.14 G,65.39 G,500.00 K,2.36 M
2019-06-15 16:22:20,11.14 G,65.40 G,449.94 K,2.13 M
2019-06-15 16:22:23,11.14 G,65.40 G,463.19 K,2.02 M
2019-06-15 16:22:26,11.14 G,65.40 G,285.92 K,1.29 M
2019-06-15 16:22:28,11.14 G,65.41 G,18.08 K,86.12 K
2019-06-15 16:22:31,11.14 G,65.41 G,504.68 K,2.30 M
2019-06-15 16:22:33,11.14 G,65.41 G,509.08 K,2.32 M
2019-06-15 16:22:35,11.14 G,65.42 G,408.37 K,1.85 M
2019-06-15 16:22:39,11.14 G,65.42 G,448.93 K,2.10 M
2019-06-15 16:22:42,11.15 G,65.43 G,467.04 K,2.16 M
2019-06-15 16:22:44,11.15 G,65.43 G,468.03 K,2.19 M
2019-06-15 16:22:46,11.15 G,65.44 G,465.63 K,2.17 M
2019-06-15 16:22:48,11.15 G,65.44 G,469.69 K,2.17 M
2019-06-15 16:22:54,11.15 G,65.45 G,465.96 K,2.10 M
2019-06-15 16:22:56,11.15 G,65.45 G,480.46 K,2.16 M
2019-06-15 16:22:58,11.15 G,65.46 G,409.89 K,1.84 M
2019-06-15 16:23:00,11.15 G,65.46 G,478.89 K,2.15 M
2019-06-15 16:23:02,11.15 G,65.46 G,475.42 K,2.12 M
2019-06-15 16:23:04,11.15 G,65.47 G,320.73 K,1.43 M
2019-06-15 16:23:07,11.16 G,65.47 G,502.11 K,2.30 M
2019-06-15 16:23:09,11.16 G,65.48 G,500.89 K,2.29 M
2019-06-15 16:23:11,11.16 G,65.48 G,508.00 K,2.32 M
2019-06-15 16:23:13,11.16 G,65.49 G,495.33 K,2.27 M
2019-06-15 16:23:15,11.16 G,65.49 G,505.94 K,2.32 M
2019-06-15 16:23:17,11.16 G,65.49 G,510.95 K,2.33 M
2019-06-15 16:23:19,11.16 G,65.50 G,502.62 K,2.30 M
2019-06-15 16:23:21,11.16 G,65.50 G,502.75 K,2.30 M
2019-06-15 16:23:23,11.16 G,65.51 G,503.05 K,2.30 M
2019-06-15 16:23:25,11.16 G,65.51 G,508.20 K,2.33 M
2019-06-15 16:23:27,11.16 G,65.52 G,507.78 K,2.32 M
2019-06-15 16:23:29,11.17 G,65.52 G,501.42 K,2.31 M
2019-06-15 16:23:31,11.17 G,65.53 G,501.72 K,2.31 M
2019-06-15 16:23:33,11.17 G,65.53 G,494.15 K,2.28 M
2019-06-15 16:23:35,11.17 G,65.54 G,496.28 K,2.29 M
2019-06-15 16:23:37,11.17 G,65.54 G,502.21 K,2.31 M
2019-06-15 16:23:39,11.17 G,65.54 G,502.75 K,2.31 M
2019-06-15 16:23:41,11.17 G,65.55 G,498.83 K,2.30 M
2019-06-15 16:23:43,11.17 G,65.55 G,498.88 K,2.30 M
2019-06-15 16:23:45,11.17 G,65.56 G,493.79 K,2.27 M
2019-06-15 16:23:47,11.17 G,65.56 G,499.81 K,2.30 M
2019-06-15 16:23:49,11.18 G,65.57 G,502.78 K,2.31 M
2019-06-15 16:23:51,11.18 G,65.57 G,498.86 K,2.29 M
2019-06-15 16:23:53,11.18 G,65.58 G,497.63 K,2.28 M
2019-06-15 16:23:55,11.18 G,65.58 G,503.72 K,2.30 M
2019-06-15 16:23:57,11.18 G,65.58 G,506.42 K,2.31 M
2019-06-15 16:23:59,11.18 G,65.59 G,505.91 K,2.33 M
2019-06-15 16:24:01,11.18 G,65.59 G,499.79 K,2.29 M
2019-06-15 16:24:03,11.18 G,65.60 G,504.86 K,2.31 M
2019-06-15 16:24:05,11.18 G,65.60 G,504.02 K,2.31 M
2019-06-15 16:24:07,11.18 G,65.61 G,501.65 K,2.31 M
2019-06-15 16:24:09,11.18 G,65.61 G,497.82 K,2.29 M
2019-06-15 16:24:11,11.19 G,65.62 G,501.84 K,2.31 M
2019-06-15 16:24:13,11.19 G,65.62 G,503.32 K,2.32 M
2019-06-15 16:24:15,11.19 G,65.63 G,503.97 K,2.32 M
2019-06-15 16:24:17,11.19 G,65.63 G,501.69 K,2.31 M
2019-06-15 16:24:19,11.19 G,65.63 G,501.14 K,2.31 M
2019-06-15 16:24:21,11.19 G,65.64 G,504.35 K,2.32 M
2019-06-15 16:24:23,11.19 G,65.64 G,495.39 K,2.28 M
2019-06-15 16:24:25,11.19 G,65.65 G,502.16 K,2.30 M
2019-06-15 16:24:27,11.19 G,65.65 G,501.45 K,2.29 M
2019-06-15 16:24:29,11.19 G,65.66 G,503.70 K,2.31 M
2019-06-15 16:24:31,11.20 G,65.66 G,501.95 K,2.29 M
2019-06-15 16:24:33,11.20 G,65.67 G,504.90 K,2.31 M
2019-06-15 16:24:35,11.20 G,65.67 G,503.03 K,2.30 M
2019-06-15 16:24:37,11.20 G,65.67 G,500.23 K,2.30 M
2019-06-15 16:24:39,11.20 G,65.68 G,498.94 K,2.30 M
2019-06-15 16:24:41,11.20 G,65.68 G,499.45 K,2.30 M
2019-06-15 16:24:43,11.20 G,65.69 G,499.56 K,2.31 M
2019-06-15 16:24:45,11.20 G,65.69 G,503.29 K,2.32 M
2019-06-15 16:24:47,11.20 G,65.70 G,503.98 K,2.32 M
2019-06-15 16:24:49,11.20 G,65.70 G,498.85 K,2.30 M
2019-06-15 16:24:51,11.21 G,65.71 G,490.62 K,2.26 M
2019-06-15 16:24:53,11.21 G,65.71 G,503.79 K,2.32 M
2019-06-15 16:24:55,11.21 G,65.72 G,505.27 K,2.31 M
2019-06-15 16:24:57,11.21 G,65.72 G,500.39 K,2.29 M
2019-06-15 16:24:59,11.21 G,65.72 G,501.89 K,2.31 M
2019-06-15 16:25:02,11.21 G,65.73 G,504.27 K,2.31 M
2019-06-15 16:25:04,11.21 G,65.73 G,505.97 K,2.31 M
2019-06-15 16:25:06,11.21 G,65.74 G,505.97 K,2.32 M
2019-06-15 16:25:08,11.21 G,65.74 G,504.08 K,2.31 M
2019-06-15 16:25:10,11.21 G,65.75 G,493.22 K,2.26 M
2019-06-15 16:25:12,11.21 G,65.75 G,507.04 K,2.32 M
2019-06-15 16:25:14,11.22 G,65.76 G,492.76 K,2.27 M
2019-06-15 16:25:16,11.22 G,65.76 G,499.25 K,2.30 M
2019-06-15 16:25:18,11.22 G,65.76 G,498.83 K,2.30 M
2019-06-15 16:25:20,11.22 G,65.77 G,499.28 K,2.30 M
2019-06-15 16:25:22,11.22 G,65.77 G,502.26 K,2.31 M
2019-06-15 16:25:24,11.22 G,65.78 G,498.83 K,2.30 M
2019-06-15 16:25:26,11.22 G,65.78 G,496.55 K,2.29 M
2019-06-15 16:25:28,11.22 G,65.79 G,495.09 K,2.28 M
2019-06-15 16:25:30,11.22 G,65.79 G,496.79 K,2.29 M
2019-06-15 16:25:32,11.22 G,65.80 G,501.93 K,2.32 M
2019-06-15 16:25:34,11.23 G,65.80 G,503.26 K,2.31 M
2019-06-15 16:25:36,11.23 G,65.81 G,496.76 K,2.30 M
2019-06-15 16:25:38,11.23 G,65.81 G,500.57 K,2.31 M
2019-06-15 16:25:40,11.23 G,65.81 G,500.19 K,2.31 M
2019-06-15 16:25:42,11.23 G,65.82 G,499.24 K,2.30 M
2019-06-15 16:25:44,11.23 G,65.82 G,497.54 K,2.29 M
2019-06-15 16:25:46,11.23 G,65.83 G,499.99 K,2.31 M
2019-06-15 16:25:48,11.23 G,65.83 G,495.33 K,2.28 M
2019-06-15 16:25:50,11.23 G,65.84 G,501.06 K,2.31 M
2019-06-15 16:25:52,11.23 G,65.84 G,503.25 K,2.32 M
2019-06-15 16:25:54,11.23 G,65.85 G,503.33 K,2.32 M
2019-06-15 16:25:56,11.24 G,65.85 G,502.99 K,2.29 M
2019-06-15 16:25:58,11.24 G,65.85 G,503.73 K,2.30 M
2019-06-15 16:26:00,11.24 G,65.86 G,505.97 K,2.32 M
2019-06-15 16:26:02,11.24 G,65.86 G,504.84 K,2.31 M
2019-06-15 16:26:04,11.24 G,65.87 G,315.32 K,1.44 M
2019-06-15 16:26:08,11.24 G,65.87 G,492.17 K,2.27 M
2019-06-15 16:26:10,11.24 G,65.88 G,484.02 K,2.24 M
2019-06-15 16:26:12,11.24 G,65.88 G,497.15 K,2.29 M
2019-06-15 16:26:14,11.24 G,65.89 G,496.68 K,2.30 M
2019-06-15 16:26:16,11.24 G,65.89 G,495.50 K,2.30 M
2019-06-15 16:26:18,11.24 G,65.89 G,495.68 K,2.28 M
2019-06-15 16:26:20,11.25 G,65.90 G,498.15 K,2.29 M
2019-06-15 16:26:22,11.25 G,65.90 G,493.46 K,2.29 M
2019-06-15 16:26:24,11.25 G,65.91 G,496.74 K,2.30 M
2019-06-15 16:26:26,11.25 G,65.91 G,498.94 K,2.31 M
2019-06-15 16:26:28,11.25 G,65.92 G,496.70 K,2.29 M
2019-06-15 16:26:30,11.25 G,65.92 G,491.21 K,2.28 M
2019-06-15 16:26:32,11.25 G,65.93 G,496.11 K,2.30 M
2019-06-15 16:26:34,11.25 G,65.93 G,494.33 K,2.29 M
2019-06-15 16:26:36,11.25 G,65.93 G,493.14 K,2.27 M
2019-06-15 16:26:38,11.25 G,65.94 G,501.01 K,2.31 M
2019-06-15 16:26:40,11.26 G,65.94 G,493.01 K,2.29 M
2019-06-15 16:26:42,11.26 G,65.95 G,490.04 K,2.28 M
2019-06-15 16:26:44,11.26 G,65.95 G,499.07 K,2.30 M
2019-06-15 16:26:46,11.26 G,65.96 G,499.33 K,2.31 M
2019-06-15 16:26:48,11.26 G,65.96 G,56.52 K,264.35 K
2019-06-15 16:26:50,11.26 G,65.96 G,486.81 K,2.15 M
2019-06-15 16:26:52,11.26 G,65.97 G,482.76 K,2.15 M
2019-06-15 16:26:54,11.26 G,65.97 G,488.46 K,2.17 M
2019-06-15 16:26:56,11.26 G,65.98 G,491.70 K,2.19 M
2019-06-15 16:26:58,11.26 G,65.98 G,491.91 K,2.18 M
2019-06-15 16:27:00,11.26 G,65.98 G,485.20 K,2.18 M
2019-06-15 16:27:02,11.27 G,65.99 G,491.08 K,2.17 M
2019-06-15 16:27:04,11.27 G,65.99 G,495.27 K,2.21 M
2019-06-15 16:27:06,11.27 G,66.00 G,491.52 K,2.17 M
2019-06-15 16:27:08,11.27 G,66.00 G,489.56 K,2.17 M
2019-06-15 16:27:10,11.27 G,66.01 G,493.33 K,2.18 M
2019-06-15 16:27:12,11.27 G,66.01 G,493.24 K,2.19 M
2019-06-15 16:27:14,11.27 G,66.01 G,490.25 K,2.19 M
2019-06-15 16:27:16,11.27 G,66.02 G,486.46 K,2.15 M
2019-06-15 16:27:18,11.27 G,66.02 G,492.43 K,2.17 M
2019-06-15 16:27:20,11.27 G,66.03 G,494.11 K,2.19 M
2019-06-15 16:27:22,11.27 G,66.03 G,497.02 K,2.22 M
2019-06-15 16:27:24,11.28 G,66.04 G,493.40 K,2.18 M
2019-06-15 16:27:26,11.28 G,66.04 G,490.13 K,2.19 M
2019-06-15 16:27:28,11.28 G,66.04 G,497.02 K,2.21 M
2019-06-15 16:27:30,11.28 G,66.05 G,488.91 K,2.18 M
2019-06-15 16:27:32,11.28 G,66.05 G,495.46 K,2.19 M
2019-06-15 16:27:34,11.28 G,66.06 G,490.02 K,2.17 M
2019-06-15 16:27:36,11.28 G,66.06 G,481.73 K,2.14 M
2019-06-15 16:27:38,11.28 G,66.07 G,492.63 K,2.19 M
2019-06-15 16:27:40,11.28 G,66.07 G,488.93 K,2.18 M
2019-06-15 16:27:42,11.28 G,66.07 G,492.73 K,2.18 M
2019-06-15 16:27:44,11.28 G,66.08 G,486.26 K,2.17 M
2019-06-15 16:27:46,11.29 G,66.08 G,486.79 K,2.16 M
2019-06-15 16:27:48,11.29 G,66.09 G,484.78 K,2.15 M
2019-06-15 16:27:50,11.29 G,66.09 G,494.35 K,2.19 M
2019-06-15 16:27:52,11.29 G,66.10 G,491.38 K,2.17 M
2019-06-15 16:27:54,11.29 G,66.10 G,493.23 K,2.19 M
2019-06-15 16:27:56,11.29 G,66.10 G,495.46 K,2.20 M
2019-06-15 16:27:58,11.29 G,66.11 G,482.79 K,2.15 M
2019-06-15 16:28:00,11.29 G,66.11 G,489.68 K,2.18 M
2019-06-15 16:28:02,11.29 G,66.12 G,489.37 K,2.17 M
2019-06-15 16:28:04,11.29 G,66.12 G,493.80 K,2.20 M
2019-06-15 16:28:06,11.30 G,66.13 G,493.25 K,2.19 M
2019-06-15 16:28:08,11.30 G,66.13 G,489.28 K,2.18 M
2019-06-15 16:28:10,11.30 G,66.13 G,496.83 K,2.20 M
2019-06-15 16:28:12,11.30 G,66.14 G,491.52 K,2.18 M
2019-06-15 16:28:14,11.30 G,66.14 G,357.89 K,1.59 M
2019-06-15 16:28:16,11.30 G,66.15 G,493.78 K,2.19 M
2019-06-15 16:28:18,11.30 G,66.15 G,494.67 K,2.18 M
2019-06-15 16:28:20,11.30 G,66.15 G,484.11 K,2.15 M
2019-06-15 16:28:22,11.30 G,66.16 G,481.49 K,2.14 M
2019-06-15 16:28:25,11.30 G,66.16 G,489.90 K,2.26 M
2019-06-15 16:28:27,11.30 G,66.17 G,486.67 K,2.24 M
2019-06-15 16:28:29,11.30 G,66.17 G,29.55 K,137.21 K
2019-06-15 16:28:32,11.31 G,66.17 G,468.29 K,2.17 M
2019-06-15 16:28:34,11.31 G,66.18 G,479.12 K,2.22 M
2019-06-15 16:28:36,11.31 G,66.18 G,479.11 K,2.22 M
2019-06-15 16:28:38,11.31 G,66.19 G,478.90 K,2.22 M
2019-06-15 16:28:40,11.31 G,66.19 G,477.17 K,2.23 M
2019-06-15 16:28:42,11.31 G,66.19 G,104.33 K,494.22 K
2019-06-15 16:28:44,11.31 G,66.20 G,501.00 K,2.19 M
2019-06-15 16:28:46,11.31 G,66.20 G,519.54 K,2.27 M
2019-06-15 16:28:48,11.31 G,66.21 G,507.24 K,2.22 M
2019-06-15 16:28:51,11.31 G,66.21 G,521.22 K,2.28 M
2019-06-15 16:28:53,11.31 G,66.22 G,520.07 K,2.28 M
2019-06-15 16:28:55,11.32 G,66.22 G,514.95 K,2.26 M
2019-06-15 16:28:57,11.32 G,66.23 G,521.63 K,2.28 M
2019-06-15 16:28:59,11.32 G,66.23 G,509.26 K,2.24 M
2019-06-15 16:29:01,11.32 G,66.23 G,513.51 K,2.26 M
2019-06-15 16:29:04,11.32 G,66.24 G,275.01 K,1.28 M
2019-06-15 16:29:06,11.32 G,66.24 G,489.04 K,2.25 M
2019-06-15 16:29:08,11.32 G,66.25 G,492.57 K,2.27 M
2019-06-15 16:29:10,11.32 G,66.25 G,281.95 K,1.29 M
2019-06-15 16:29:13,11.32 G,66.25 G,18.62 K,89.09 K
2019-06-15 16:29:15,11.32 G,66.26 G,475.84 K,2.03 M
2019-06-15 16:29:17,11.32 G,66.26 G,482.90 K,2.06 M
2019-06-15 16:29:19,11.33 G,66.26 G,481.89 K,2.05 M
2019-06-15 16:29:21,11.33 G,66.27 G,485.17 K,2.07 M
2019-06-15 16:29:23,11.33 G,66.27 G,479.58 K,2.05 M
2019-06-15 16:29:25,11.33 G,66.28 G,486.58 K,2.07 M
2019-06-15 16:29:27,11.33 G,66.28 G,478.32 K,2.04 M
2019-06-15 16:29:29,11.33 G,66.28 G,486.39 K,2.08 M
2019-06-15 16:29:31,11.33 G,66.29 G,492.29 K,2.10 M
2019-06-15 16:29:33,11.33 G,66.29 G,482.62 K,2.06 M
2019-06-15 16:29:35,11.33 G,66.30 G,493.52 K,2.11 M
2019-06-15 16:29:37,11.33 G,66.30 G,483.20 K,2.06 M
2019-06-15 16:29:39,11.33 G,66.30 G,475.42 K,2.03 M
2019-06-15 16:29:41,11.34 G,66.31 G,478.86 K,2.05 M
2019-06-15 16:29:43,11.34 G,66.31 G,481.18 K,2.06 M
2019-06-15 16:29:45,11.34 G,66.32 G,475.77 K,2.03 M
2019-06-15 16:29:47,11.34 G,66.32 G,474.95 K,2.04 M
2019-06-15 16:29:49,11.34 G,66.33 G,489.50 K,2.09 M
2019-06-15 16:29:51,11.34 G,66.33 G,486.15 K,2.08 M
2019-06-15 16:29:53,11.34 G,66.33 G,491.17 K,2.10 M
2019-06-15 16:29:55,11.34 G,66.34 G,478.27 K,2.05 M
2019-06-15 16:29:57,11.34 G,66.34 G,501.94 K,2.14 M
2019-06-15 16:29:59,11.34 G,66.35 G,502.11 K,2.14 M
2019-06-15 16:30:01,11.34 G,66.35 G,493.30 K,2.10 M
2019-06-15 16:30:03,11.35 G,66.35 G,493.67 K,2.09 M
2019-06-15 16:30:05,11.35 G,66.36 G,465.29 K,2.00 M
2019-06-15 16:30:07,11.35 G,66.36 G,484.62 K,2.07 M
2019-06-15 16:30:09,11.35 G,66.37 G,483.47 K,2.07 M
2019-06-15 16:30:11,11.35 G,66.37 G,487.29 K,2.07 M
2019-06-15 16:30:13,11.35 G,66.37 G,487.55 K,2.09 M
2019-06-15 16:30:15,11.35 G,66.38 G,490.98 K,2.10 M
2019-06-15 16:30:17,11.35 G,66.38 G,481.10 K,2.06 M
2019-06-15 16:30:19,11.35 G,66.39 G,489.56 K,2.09 M
2019-06-15 16:30:21,11.35 G,66.39 G,495.93 K,2.12 M
2019-06-15 16:30:23,11.36 G,66.39 G,488.43 K,2.08 M
2019-06-15 16:30:25,11.36 G,66.40 G,478.78 K,2.04 M
2019-06-15 16:30:27,11.36 G,66.40 G,482.49 K,2.06 M
2019-06-15 16:30:29,11.36 G,66.41 G,473.11 K,2.02 M
2019-06-15 16:30:31,11.36 G,66.41 G,485.88 K,2.07 M
2019-06-15 16:30:33,11.36 G,66.41 G,482.79 K,2.06 M
2019-06-15 16:30:35,11.36 G,66.42 G,490.98 K,2.09 M
2019-06-15 16:30:37,11.36 G,66.42 G,489.68 K,2.09 M
2019-06-15 16:30:39,11.36 G,66.43 G,476.49 K,2.03 M
2019-06-15 16:30:41,11.36 G,66.43 G,477.11 K,2.04 M
2019-06-15 16:30:43,11.36 G,66.43 G,489.67 K,2.10 M
2019-06-15 16:30:45,11.37 G,66.44 G,488.79 K,2.08 M
2019-06-15 16:30:47,11.37 G,66.44 G,480.78 K,2.06 M
2019-06-15 16:30:49,11.37 G,66.45 G,483.36 K,2.07 M
2019-06-15 16:30:51,11.37 G,66.45 G,484.64 K,2.08 M
2019-06-15 16:30:53,11.37 G,66.46 G,490.26 K,2.09 M
2019-06-15 16:30:55,11.37 G,66.46 G,473.44 K,2.02 M
2019-06-15 16:30:57,11.37 G,66.46 G,490.55 K,2.10 M
2019-06-15 16:30:59,11.37 G,66.47 G,477.93 K,2.04 M
2019-06-15 16:31:01,11.37 G,66.47 G,489.57 K,2.09 M
2019-06-15 16:31:03,11.37 G,66.48 G,495.14 K,2.10 M
2019-06-15 16:31:05,11.37 G,66.48 G,483.21 K,2.05 M
2019-06-15 16:31:07,11.38 G,66.48 G,487.38 K,2.08 M
2019-06-15 16:31:09,11.38 G,66.49 G,485.15 K,2.07 M
2019-06-15 16:31:11,11.38 G,66.49 G,482.79 K,2.06 M
2019-06-15 16:31:13,11.38 G,66.50 G,473.55 K,2.03 M
2019-06-15 16:31:15,11.38 G,66.50 G,497.49 K,2.12 M
2019-06-15 16:31:17,11.38 G,66.50 G,487.39 K,2.08 M
2019-06-15 16:31:19,11.38 G,66.51 G,483.70 K,2.07 M
2019-06-15 16:31:21,11.38 G,66.51 G,487.74 K,2.08 M
2019-06-15 16:31:23,11.38 G,66.52 G,489.60 K,2.09 M
2019-06-15 16:31:25,11.38 G,66.52 G,482.17 K,2.06 M
2019-06-15 16:31:27,11.38 G,66.52 G,488.69 K,2.08 M
2019-06-15 16:31:29,11.39 G,66.53 G,492.47 K,2.10 M
2019-06-15 16:31:31,11.39 G,66.53 G,485.03 K,2.08 M
2019-06-15 16:31:33,11.39 G,66.54 G,472.05 K,2.02 M
2019-06-15 16:31:35,11.39 G,66.54 G,494.65 K,2.11 M
2019-06-15 16:31:37,11.39 G,66.54 G,487.04 K,2.09 M
2019-06-15 16:31:39,11.39 G,66.55 G,484.67 K,2.08 M
2019-06-15 16:31:41,11.39 G,66.55 G,483.68 K,2.07 M
2019-06-15 16:31:43,11.39 G,66.56 G,488.27 K,2.09 M
2019-06-15 16:31:45,11.39 G,66.56 G,484.26 K,2.07 M
2019-06-15 16:31:47,11.39 G,66.56 G,487.28 K,2.08 M
2019-06-15 16:31:49,11.39 G,66.57 G,487.37 K,2.08 M
2019-06-15 16:31:51,11.40 G,66.57 G,487.70 K,2.08 M
2019-06-15 16:31:53,11.40 G,66.58 G,438.33 K,1.87 M
